Hospital Name,Overall rating
NORTH OKALOOSA MEDICAL CENTER,3.0
NORTH OTTAWA COMMUNITY HEALTH SYSTEM,3.0
NORTH RUNNELS HOSPITAL,
NORTH SHORE HEALTH,
NORTH SHORE MEDICAL CENTER,1.0
NORTH SHORE MEDICAL CENTER -,4.0
NORTH SHORE UNIVERSITY HOSPITAL,2.0
NORTH SUBURBAN MEDICAL CENTER,3.0
NORTH SUNFLOWER MEDICAL CENTER CAH,
NORTH TEXAS MEDICAL CENTER,4.0
NORTH VALLEY HEALTH CENTER,
NORTH VALLEY HOSPITAL,3.0
NORTH VISTA HOSPITAL,2.0
NORTHBAY MEDICAL CENTER,2.0
NORTHCREST MEDICAL CENTER,3.0
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,2.0
NORTHEAST GEORGIA MEDICAL CENTER BARROW,3.0
"NORTHEAST GEORGIA MEDICAL CENTER, INC",3.0
NORTHEAST REGIONAL MEDICAL CENTER,4.0
NORTHEASTERN HEALTH SYSTEM,2.0
NORTHEASTERN NEVADA REGIONAL HOSPITAL,3.0
NORTHEASTERN VERMONT REGIONAL HOSPITAL,3.0
"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",
NORTHERN DUTCHESS HOSPITAL,3.0
NORTHERN HOSPITAL OF SURRY COUNTY,3.0
NORTHERN INYO HOSPITAL,
NORTHERN LOUISIANA MEDICAL CENTER,2.0
NORTHERN MAINE MEDICAL CENTER,4.0
NORTHERN MONTANA HOSPITAL,2.0
NORTHERN NAVAJO MEDICAL CENTER,2.0
NORTHERN NEVADA MEDICAL CENTER,3.0
NORTHERN ROCKIES MEDICAL CENTER,
NORTHERN WESTCHESTER HOSPITAL,4.0
NORTHFIELD HOSPITAL,3.0
NORTHRIDGE HOSPITAL MEDICAL CENTER,2.0
NORTHRIDGE MEDICAL CENTER,2.0
NORTHSIDE HOSPITAL,3.0
NORTHSIDE HOSPITAL CHEROKEE,3.0
NORTHSIDE HOSPITAL FORSYTH,3.0
NORTHSIDE MEDICAL CENTER,3.5
NORTHWEST COMMUNITY HOSPITAL 1,3.0
NORTHWEST FLORIDA COMMUNITY HOSPITAL,
NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,
NORTHWEST HILLS SURGICAL HOSPITAL,
NORTHWEST HOSPITAL,4.0
NORTHWEST HOSPITAL CENTER,
NORTHWEST MEDICAL CENTER,3.0
NORTHWEST MEDICAL CENTER-SPRINGDALE,3.0
NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,2.0
NORTHWEST SPECIALTY HOSPITAL,
NORTHWEST SURGICAL HOSPITAL,
NORTHWEST TEXAS HOSPITAL,3.0
NORTHWESTERN LAKE FOREST HOSPITAL,3.0
NORTHWESTERN MEDICAL CENTER INC,2.0
NORTHWESTERN MEMORIAL HOSPITAL,3.0
NORTHWOOD DEACONESS HEALTH CENTER,
NORTON COMMUNITY HOSPITAL,4.0
NORTON COUNTY HOSPITAL,
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,3.0
NORTON SOUND REGIONAL HOSPITAL,
NORWALK HOSPITAL ASSOCIATION,3.0
NORWEGIAN-AMERICAN HOSPITAL,2.0
NORWOOD HOSPITAL,3.0
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,3.0
NOVANT HEALTH FORSYTH MEDICAL CENTER,3.0
NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,3.0
NOVANT HEALTH MATTHEWS MEDICAL CENTER,4.0
NOVANT HEALTH MEDICAL PARK HOSPITAL,
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,3.0
NOVANT HEALTH ROWAN MEDICAL CENTER,3.0
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,2.0
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,2.0
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,3.0
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,2.0
NOVATO COMMUNITY HOSPITAL,4.0
NOXUBEE GENERAL CRITICAL ACCESS HOSP,
NYACK HOSPITAL,2.0
NYU HOSPITALS CENTER,4.0
NYU WINTHROP HOSPITAL,2.0
O U MEDICAL CENTER,1.0
O'CONNOR HOSPITAL,2.0
O.A.S.I.S. HOSPITAL,
OAK HILL HOSPITAL,3.0
OAK VALLEY HOSPITAL DISTRICT,3.0
OAKBEND MEDICAL CENTER,3.0
OAKDALE COMMUNITY HOSPITAL,3.0
OAKES COMMUNITY HOSPITAL,3.0
OAKLAND MERCY HOSPITAL,
OAKLAND REGIONAL HOSPITAL,
OAKLAWN HOSPITAL,5.0
OAKLEAF SURGICAL HOSPITAL,
OCALA REGIONAL MEDICAL CENTER,2.0
OCEAN BEACH HOSPITAL,
OCEAN MEDICAL CENTER,4.0
OCH REGIONAL MEDICAL CENTER,3.0
OCHILTREE GENERAL HOSPITAL,
OCHSNER MEDICAL CENTER,2.0
OCHSNER MEDICAL CENTER - BATON ROUGE,4.0
"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",3.0
OCHSNER MEDICAL CENTER KENNER,3.0
OCHSNER ST ANNE GENERAL HOSPITAL,4.0
OCONEE REGIONAL MEDICAL CENTER,3.0
OCONOMOWOC MEMORIAL HOSPITAL,4.0
ODESSA MEMORIAL HEALTHCARE CENTER,
ODESSA REGIONAL MEDICAL CENTER,3.0
OGALLALA COMMUNITY HOSPITAL,3.0
OGDEN REGIONAL MEDICAL CENTER,3.0
OHIO COUNTY HOSPITAL,3.0
OHIO STATE UNIVERSITY HOSPITALS,3.0
OHIO VALLEY GENERAL HOSPITAL,2.0
OHIO VALLEY MEDICAL CENTER,2.0
"OHIO VALLEY MEDICAL CENTER, LLC",
OHIOHEALTH MANSFIELD HOSPITAL,2.0
OHIOHEALTH O'BLENESS HOSPITAL,3.0
OHIOHEALTH SHELBY HOSPITAL,4.0
OHSU HOSPITAL AND CLINICS,3.0
OJAI VALLEY COMMUNITY HOSPITAL,4.0
OKEENE MUNICIPAL HOSPITAL,
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,
"OKLAHOMA HEART HOSPITAL SOUTH, LLC",3.0
"OKLAHOMA HEART HOSPITAL, LLC",5.0
OKLAHOMA SPINE HOSPITAL,
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,2.0
"OKLAHOMA SURGICAL HOSPITAL, LLC",5.0
OLATHE MEDICAL CENTER,3.0
OLEAN GENERAL HOSPITAL,2.0
OLMSTED MEDICAL CENTER,3.0
OLYMPIA MEDICAL CENTER,2.0
OLYMPIC MEDICAL CENTER,2.0
"OMEGA HOSPITAL, LLC",
ONECORE HEALTH,
ONEIDA HEALTHCARE,3.0
ONSLOW MEMORIAL HOSPITAL,3.0
OPELOUSAS GENERAL HEALTH SYSTEM,3.0
OPTIM MEDICAL CENTER - JENKINS,
OPTIM MEDICAL CENTER - SCREVEN,
OPTIM MEDICAL CENTER - TATTNALL,
ORANGE CITY AREA HEALTH SYSTEM,4.0
ORANGE COAST MEMORIAL MEDICAL CENTER,3.0
ORANGE COUNTY GLOBAL MEDICAL CENTER,1.0
ORANGE PARK MEDICAL CENTER,3.0
ORANGE REGIONAL MEDICAL CENTER,3.0
ORCHARD HOSPITAL,2.0
OREM COMMUNITY HOSPITAL,
ORLANDO HEALTH,3.0
ORO VALLEY HOSPITAL,3.0
OROVILLE HOSPITAL,2.0
ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,
ORTHOINDY HOSPITAL,
ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,
ORTHOPAEDIC HOSPITAL OF WISCONSIN,
ORTONVILLE AREA HEALTH SERVICES,
OSBORNE COUNTY MEMORIAL HOSPITAL,
OSCEOLA COMMUNITY HOSPITAL,4.0
OSCEOLA REGIONAL MEDICAL CENTER,2.0
OSF HOLY FAMILY MEDICAL CENTER,4.0
OSF SAINT ANTHONY'S HEALTH CENTER,3.0
OSF SAINT LUKES MEDICAL CENTER,
OSF SAINT PAUL MEDICAL CENTER,4.0
OSMOND GENERAL HOSPITAL,
OSS ORTHOPAEDIC HOSPITAL,
OSWEGO COMMUNITY HOSPITAL,
OSWEGO HOSPITAL,3.0
OTHELLO COMMUNITY HOSPITAL,
OTSEGO MEMORIAL HOSPITAL,4.0
OTTAWA COUNTY HEALTH CENTER,
OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,3.0
OTTO KAISER MEMORIAL HOSPITAL,3.0
OTTUMWA REGIONAL HEALTH CENTER,3.0
OUACHITA COUNTY MEDICAL CENTER,4.0
OUR CHILDRENS HOUSE,
OUR COMMUNITY HOSPITAL,
OUR LADY OF BELLEFONTE HOSPITAL,3.0
OUR LADY OF FATIMA HOSPITAL,3.0
OUR LADY OF LOURDES MEDICAL CENTER,4.0
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",1.0
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4.0
OUR LADY OF THE ANGELS HOSPITAL,3.0
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,2.0
OUR LADY OF VICTORY HOSPITAL,4.0
OVERLAKE HOSPITAL MEDICAL CENTER,3.0
OVERLAND PARK REG MED CTR,4.0
OVERLOOK MEDICAL CENTER,3.0
OWATONNA HOSPITAL,3.0
OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,3.0
OWENSBORO HEALTH REGIONAL HOSPITAL,3.0
OZARK HEALTH,3.0
OZARKS COMMUNITY HOSPITAL OF GRAVETTE,4.0
OZARKS MEDICAL CENTER,3.0
P & S SURGICAL HOSPITAL,
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,
P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,
P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,
P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,
PACIFIC ALLIANCE MEDICAL CENTER,3.0
PACIFICA HOSPITAL OF THE VALLEY,2.0
PAGE HOSPITAL,
"PAGE MEMORIAL HOSPITAL, INC",4.0
PAGOSA SPRINGS MEDICAL CENTER,
PALACIOS COMMUNITY MEDICAL CENTER,
PALESTINE REGIONAL MEDICAL CENTER,3.0
PALI MOMI MEDICAL CENTER,4.0
PALISADES MEDICAL CENTER,1.0
PALM BAY HOSPITAL,4.0
PALM BEACH GARDENS MEDICAL CENTER,3.0
PALMDALE REGIONAL MEDICAL CENTER,3.0
PALMERTON HOSPITAL,3.0
PALMETTO GENERAL HOSPITAL,3.0
PALMETTO HEALTH BAPTIST,2.0
PALMETTO HEALTH BAPTIST PARKRIDGE,3.0
PALMETTO HEALTH RICHLAND,2.0
PALMETTO HEALTH TUOMEY HOSPITAL,3.0
PALMS OF PASADENA HOSPITAL,2.0
PALMS WEST HOSPITAL,2.0
PALO ALTO COUNTY HOSPITAL,
PALO PINTO GENERAL HOSPITAL,2.0
PALO VERDE HOSPITAL,2.0
PALOMAR HEALTH DOWNTOWN CAMPUS,3.0
PALOS COMMUNITY HOSPITAL,4.0
PAMPA REGIONAL MEDICAL CENTER,4.0
PANA COMMUNITY HOSPITAL,
PARADISE VALLEY HOSPITAL,3.0
PARIS COMMUNITY HOSPITAL,4.0
PARIS REGIONAL MEDICAL CENTER,3.0
PARK CITY HOSPITAL,4.0
PARK NICOLLET METHODIST HOSPITAL,4.0
PARK PLACE SURGICAL HOSPITAL,
PARK PLAZA HOSPITAL,4.0
PARK RIDGE HEALTH,3.0
PARKER ADVENTIST HOSPITAL,3.0
PARKER INDIAN HEALTH CENTER,
PARKLAND HEALTH AND HOSPITAL SYSTEM,2.0
PARKLAND HEALTH CENTER,3.0
PARKLAND HEALTH CENTER - BONNE TERRE,
PARKLAND MEDICAL CENTER,3.0
PARKRIDGE MEDICAL CENTER,3.0
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,2.0
PARKVIEW HOSPITAL,
PARKVIEW HUNTINGTON HOSPITAL,4.0
PARKVIEW LAGRANGE HOSPITAL,4.0
PARKVIEW MEDICAL CENTER INC,4.0
PARKVIEW NOBLE HOSPITAL,4.0
PARKVIEW REGIONAL HOSPITAL,3.0
PARKVIEW REGIONAL MEDICAL CENTER,4.0
"PARKVIEW WABASH HOSPITAL, INC",3.0
PARKVIEW WHITLEY HOSPITAL,4.0
PARKWEST MEDICAL CENTER,3.0
PARMA COMMUNITY GENERAL HOSPITAL,4.0
PARMER COUNTY COMMUNITY HOSPITAL,
PARRISH MEDICAL CENTER,4.0
PASSAVANT AREA HOSPITAL,3.0
PATIENTS CHOICE MEDICAL CENTER,
PATIENTS' HOSPITAL OF REDDING,
PAUL B HALL REGIONAL MEDICAL CENTER,3.0
PAUL OLIVER MEMORIAL HOSPITAL,
PAULDING COUNTY HOSPITAL,3.0
PAULS VALLEY HOSPITAL AUTHORITY,3.0
"PAWHUSKA HOSPITAL, INC",
PAWNEE COUNTY MEMORIAL HOSPITAL,
PAWNEE VALLEY COMMUNITY HOSPITAL,
PEACE HARBOR MEDICAL CENTER,3.0
PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,4.0
PEACEHEALTH KETCHIKAN MEDICAL CENTER,3.0
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,
PEACEHEALTH SOUTHWEST MEDICAL CENTER,2.0
PEACEHEALTH UNITED GENERAL MEDICAL CENTER,3.0
PEACHEALTH ST JOHN MEDICAL CENTER,3.0
PEARL RIVER COUNTY HOSPITAL,
PEARLAND MEDICAL CENTER,
PECONIC BAY MEDICAL CENTER,1.0
PECOS COUNTY MEMORIAL HOSPITAL,3.0
PEKIN MEMORIAL HOSPITAL,3.0
PELHAM MEDICAL CENTER,4.0
PELLA REGIONAL HEALTH CENTER,4.0
PEMBINA COUNTY MEMORIAL HOSPITAL,3.0
PEMISCOT COUNTY MEMORIAL HOSPITAL,2.0
PENDER COMMUNITY HOSPITAL,4.0
PENDER MEMORIAL HOSPITAL,
PENINSULA REGIONAL MEDICAL CENTER,
PENN HIGHLANDS BROOKVILLE,3.0
PENN HIGHLANDS DUBOIS,3.0
PENN HIGHLANDS ELK,3.0
PENN PRESBYTERIAN MEDICAL CENTER,4.0
PENNSYLVANIA HOSPITAL,3.0
PENOBSCOT BAY MEDICAL CENTER,3.0
PENOBSCOT VALLEY HOSPITAL,3.0
PERHAM HEALTH,4.0
PERKINS COUNTY HEALTH SERVICES,
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,3.0
PERRY COMMUNITY HOSPITAL,3.0
PERRY COUNTY GENERAL HOSP,
PERRY COUNTY MEMORIAL HOSPITAL,4.0
PERRY HOSPITAL,3.0
PERRY MEMORIAL HOSPITAL,3.0
PERRY MEMORIAL HOSPITAL AUTHORITY,3.0
PERSHING GENERAL HOSPITAL,
PERSHING MEMORIAL HOSPITAL,
PERSON MEMORIAL HOSPITAL,3.0
PETALUMA VALLEY HOSPITAL,3.0
PETERSBURG MEDICAL CENTER,
PETERSON REGIONAL MEDICAL CENTER,3.0
PHELPS COUNTY REGIONAL MEDICAL CENTER,3.0
PHELPS MEMORIAL HEALTH CENTER,4.0
PHELPS MEMORIAL HOSPITAL ASSN,3.0
PHILLIPS COUNTY HEALTH SYSTEMS,
PHILLIPS COUNTY MEDICAL CENTER,
PHILLIPS EYE INSTITUTE,
PHOEBE PUTNEY MEMORIAL HOSPITAL,1.0
PHOEBE SUMTER MEDICAL CENTER,3.0
PHOEBE WORTH MEDICAL CENTER,
PHOENIX CHILDREN'S HOSPITAL,
PHOENIX INDIAN MEDICAL CENTER,
PHOENIXVILLE HOSPITAL,3.0
PHS INDIAN HOSPITAL AT EAGLE BUTTE,
PHS INDIAN HOSPITAL AT PINE RIDGE,
PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN,
PHS INDIAN HOSPITAL AT ROSEBUD,
PHYSICIAN'S CARE SURGICAL HOSPITAL,
"PHYSICIANS CENTRE,THE",
PHYSICIANS MEDICAL CENTER,
PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,2.0
PHYSICIANS' MEDICAL CENTER LLC,
PICKENS COUNTY MEDICAL CENTER,3.0
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,3.0
PIEDMONT FAYETTE HOSPITAL,2.0
PIEDMONT HENRY HOSPITAL,2.0
PIEDMONT HOSPITAL,3.0
PIEDMONT MEDICAL CENTER,1.0
PIEDMONT MOUNTAINSIDE HOSPITAL INC,3.0
"PIEDMONT NEWNAN HOSPITAL, INC",3.0
PIEDMONT NEWTON HOSPITAL,2.0
PIGGOTT COMMUNITY HOSPITAL,
PIH HOSPITAL - DOWNEY,3.0
PIKE COUNTY MEMORIAL HOSPITAL,3.0
PIKES PEAK REGIONAL HOSPITAL,
PIKEVILLE MEDICAL CENTER,2.0
PINCKNEYVILLE COMMUNITY HOSPITAL,
PINE CREEK MEDICAL CENTER LLP,
PINEVILLE COMMUNITY HOSPITAL,4.0
PINNACLE HEALTH HOSPITALS,3.0
PINNACLE HOSPITAL,4.0
PINNACLE SPECIALTY HOSPITAL,
PIONEER COMMUNITY HOSPITAL OF ABERDEEN,
PIONEER COMMUNITY HOSPITAL OF EARLY,
"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",
PIONEER MEDICAL CENTER,
PIONEER MEMORIAL HOSPITAL,
PIONEER MEMORIAL HOSPITAL - CAH,
PIONEERS MEDICAL CENTER,
PIONEERS MEMORIAL HEALTHCARE DISTRICT,2.0
PIPESTONE COUNTY  MEDICAL CENTER,
PLACENTIA LINDA HOSPITAL,3.0
PLAINS MEMORIAL HOSPITAL,
PLAINS REGIONAL MEDICAL CENTER,3.0
PLAINVIEW HOSPITAL,2.0
PLANTATION GENERAL HOSPITAL,3.0
PLATEAU MEDICAL CENTER,3.0
PLATTE COUNTY MEMORIAL HOSPITAL,3.0
PLATTE HEALTH CENTER - CAH,
PLATTE VALLEY MEDICAL CENTER,3.0
PLAZA MEDICAL CENTER OF FORT WORTH,3.0
PLEASANT VALLEY HOSPITAL,3.0
PLUMAS DISTRICT HOSPITAL,3.0
POCAHONTAS COMMUNITY HOSPITAL,
POCAHONTAS MEMORIAL HOSPITAL,
POINCIANA MEDICAL CENTER,2.0
POINTE COUPEE GENERAL HOSPITAL,3.0
POLK MEDICAL CENTER,
POMERADO HOSPITAL,3.0
POMERENE HOSPITAL,4.0
POMONA VALLEY HOSPITAL MEDICAL CENTER,3.0
PONDERA MEDICAL CENTER,
PONTIAC GENERAL HOSPITAL,
PONTOTOC HEALTH SERVICE CAH,3.0
POPLAR BLUFF REGIONAL MEDICAL CENTER,2.0
POPLAR COMMUNITY HOSPITAL,
"PORTER HOSPITAL, INC",4.0
PORTER REGIONAL HOSPITAL,4.0
PORTERVILLE DEVELOPMENTAL CENTER,
PORTNEUF MEDICAL CENTER,3.0
PORTSMOUTH REGIONAL HOSPITAL,3.0
POTOMAC VALLEY HOSPITAL,
POTTSTOWN MEMORIAL MEDICAL CENTER,1.0
POUDRE VALLEY HOSPITAL,4.0
POWELL VALLEY HOSPITAL,3.0
POWER COUNTY HOSPITAL DISTRICT,
PRAGUE COMMUNITY HOSPITAL,
PRAIRIE COMMUNITY HOSPITAL,
PRAIRIE LAKES HOSPITAL,3.0
PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,
PRATT REGIONAL MEDICAL CENTER,3.0
PRATTVILLE BAPTIST HOSPITAL,4.0
PREMIER SURGICAL INSTITUTE,
PRESBYTERIAN COMMUNITY HOSP,3.0
PRESBYTERIAN ESPANOLA HOSPITAL,4.0
PRESBYTERIAN HOSPITAL,3.0
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,3.0
PRESBYTERIAN ST LUKES MEDICAL CENTER,3.0
PRESENCE COVENANT MEDICAL CENTER,3.0
PRESENCE MERCY MEDICAL CENTER,3.0
PRESENCE RESURRECTION MEDICAL CENTER,4.0
PRESENCE SAINT FRANCIS HOSPITAL,2.0
PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2.0
PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,3.0
PRESENCE SAINT JOSEPH MEDICAL CENTER,2.0
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,4.0
PRESENCE ST MARYS HOSPITAL,3.0
PRESENCE UNITED SAMARITANS MEDICAL CENTER,2.0
PRESENTATION MEDICAL CENTER,
PRESTON MEMORIAL HOSPITAL,3.0
PREVOST MEMORIAL HOSPITAL,
PRIMARY CHILDRENS HOSPITAL,
PRINCE GEORGES  HOSPITAL CENTER,
PRINCETON BAPTIST MEDICAL CENTER,3.0
PRINCETON COMMUNITY HOSPITAL,2.0
PROCTOR HOSPITAL,3.0
PROFESSIONAL HOSPITAL GUAYNABO INC,
PROGRESS WEST HOSPITAL,3.0
PROMEDICA BIXBY HOSPITAL,3.0
PROMEDICA HERRICK HOSPITAL,3.0
PROMEDICA MONROE REGIONAL HOSPITAL,3.0
PROSSER MEMORIAL HOSPITAL,3.0
PROVIDENCE - PROVIDENCE PARK HOSPITAL,4.0
PROVIDENCE ALASKA MEDICAL CENTER,3.0
PROVIDENCE CENTRALIA HOSPITAL,3.0
PROVIDENCE HEALTH,4.0
PROVIDENCE HEALTH CENTER,2.0
PROVIDENCE HOLY CROSS MEDICAL CENTER,4.0
PROVIDENCE HOLY FAMILY HOSPITAL,3.0
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,4.0
PROVIDENCE HOSPITAL,1.5
PROVIDENCE KODIAK ISLAND MEDICAL CTR,
PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,3.0
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,3.0
PROVIDENCE MEDFORD MEDICAL CENTER,2.0
PROVIDENCE MEDICAL CENTER,3.5
PROVIDENCE MEMORIAL HOSPITAL,1.0
PROVIDENCE MILWAUKIE HOSPITAL,3.0
PROVIDENCE MOUNT CARMEL HOSPITAL,4.0
PROVIDENCE NEWBERG MEDICAL CENTER,4.0
PROVIDENCE PORTLAND MEDICAL CENTER,4.0
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,3.0
PROVIDENCE SACRED HEART MEDICAL CENTER,3.0
PROVIDENCE SAINT JOHN'S HEALTH CENTER,4.0
PROVIDENCE SAINT JOSEPH MEDICAL CTR,3.0
PROVIDENCE SEASIDE HOSPITAL,4.0
PROVIDENCE SEWARD HOSPITAL,
PROVIDENCE ST JOSEPH HOSPITAL,
PROVIDENCE ST JOSEPH MEDICAL CENTER,3.0
PROVIDENCE ST MARY MEDICAL CENTER,3.0
PROVIDENCE ST PETER HOSPITAL,3.0
PROVIDENCE ST VINCENT MEDICAL CENTER,3.0
PROVIDENCE TARZANA MEDICAL CENTER,2.0
PROVIDENCE VALDEZ MEDICAL CENTER,
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,3.0
PROVIDENT HOSPITAL OF CHICAGO,3.0
PROWERS MEDICAL CENTER,3.0
PULASKI MEMORIAL HOSPITAL,4.0
PULLMAN REGIONAL HOSPITAL,
PUNXSUTAWNEY AREA HOSPITAL,4.0
PURCELL MUNICIPAL HOSPITAL,4.0
PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,3.0
PUTNAM COMMUNITY MEDICAL CENTER,2.0
PUTNAM COUNTY HOSPITAL,4.0
PUTNAM COUNTY MEMORIAL HOSPITAL,
PUTNAM GENERAL HOSPITAL,3.0
PUTNAM HOSPITAL CENTER,3.0
QUAIL CREEK SURGICAL HOSPITAL,
QUARTZ MOUNTAIN MEDICAL CENTER,
QUEEN OF THE VALLEY MEDICAL CENTER,3.0
QUEENS HOSPITAL CENTER,1.0
QUINCY VALLEY HOSPITAL,
QUITMAN COUNTY HOSPITAL CAH,
RADY CHILDREN'S HOSPITAL - SAN DIEGO,
RAINBOW BABIES AND CHILDRENS HOSPITAL,
RAINY LAKE MEDICAL CENTER,
RALEIGH GENERAL HOSPITAL,2.0
RANDOLPH HOSPITAL,4.0
RANGELY DISTRICT HOSPITAL,
RANKEN JORDAN A PEDIATRIC REHAB,
RANKIN HOSPITAL MEDICAL CLINIC,
RANSOM MEMORIAL HOSPITAL,4.0
RAPID CITY REGIONAL HOSPITAL,3.0
RAPIDES REGIONAL MEDICAL CENTER,3.0
RAPPAHANNOCK GENERAL HOSPITAL,
RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,2.0
RAULERSON HOSPITAL,3.0
RAWLINS COUNTY HEALTH CENTER,
RAY COUNTY MEMORIAL HOSPITAL,
READING HOSPITAL,3.0
REAGAN MEMORIAL HOSPITAL,
RED BAY HOSPITAL,
RED BUD REGIONAL HOSPITAL,3.0
RED LAKE HOSPITAL A,
REDINGTON FAIRVIEW GENERAL HOSPITAL,4.0
REDLANDS COMMUNITY HOSPITAL,4.0
REDMOND REGIONAL MEDICAL CENTER,4.0
REDWOOD AREA HOSPITAL,4.0
REDWOOD MEMORIAL HOSPITAL,
REEDSBURG AREA MEDICAL CENTER,3.0
REEVES COUNTY HOSPITAL DISTRICT,2.0
REEVES MEMORIAL MEDICAL CENTER,
REFUGIO COUNTY MEMORIAL HOSPITAL,
REGINA HOSPITAL,3.0
REGIONAL GENERAL HOSPITAL WILLISTON,
REGIONAL HEALTH SERVICES OF HOWARD COUNTY,
REGIONAL HOSPITAL OF SCRANTON,2.0
REGIONAL MEDICAL CENTER,4.0
REGIONAL MEDICAL CENTER BAYONET POINT,2.0
REGIONAL MEDICAL CENTER OF SAN JOSE,2.0
REGIONAL ONE HEALTH,2.0
REGIONAL WEST GARDEN COUNTY HOSPITAL,
REGIONAL WEST MEDICAL CENTER,3.0
REGIONS HOSPITAL,3.0
REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,2.0
REID HEALTH,4.0
RENOWN REGIONAL MEDICAL CENTER,1.0
RENOWN SOUTH MEADOWS MEDICAL CENTER,4.0
RENVILLE COUNTY HOSPITAL AND CLINICS,
REPUBLIC COUNTY HOSPITAL,3.0
RESEARCH MEDICAL CENTER,3.0
RESOLUTE HEALTH HOSPITAL,3.0
RESTON HOSPITAL CENTER,2.0
REX HOSPITAL,3.0
REYNOLDS MEMORIAL HOSPITAL,3.0
RHEA MEDICAL CENTER,3.0
RHODE ISLAND HOSPITAL,3.0
RICE MEDICAL CENTER,
RICE MEMORIAL HOSPITAL,4.0
RICELAND MEDICAL CENTER,
RICHARDSON MEDICAL CENTER,3.0
RICHLAND HOSPITAL,4.0
RICHLAND MEMORIAL HOSPITAL,3.0
RICHLAND PARISH HOSPITAL-DELHI,3.0
RICHMOND UNIVERSITY MEDICAL CENTER,1.0
RIDDLE MEMORIAL HOSPITAL,4.0
RIDEOUT MEMORIAL HOSPITAL,1.0
RIDGECREST REGIONAL HOSPITAL,
RIDGEVIEW MEDICAL CENTER,4.0
RIDGEVIEW SIBLEY MEDICAL CENTER,
RINGGOLD COUNTY HOSPITAL,
RIO GRANDE HOSPITAL,3.0
RIO GRANDE REGIONAL HOSPITAL,4.0
RIPON MEDICAL CENTER,4.0
RIVER FALLS AREA HOSPITAL,4.0
"RIVER HOSPITAL, INC",
RIVER VALLEY MEDICAL CENTER,
RIVER'S EDGE HOSPITAL & CLINIC,4.0
RIVERLAND MEDICAL CENTER,
RIVERSIDE COMMUNITY HOSPITAL,2.0
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,4.0
RIVERSIDE MEDICAL CENTER,5.0
RIVERSIDE METHODIST HOSPITAL,2.0
RIVERSIDE REGIONAL MEDICAL CENTER,3.0
RIVERSIDE SHORE MEMORIAL HOSPITAL,4.0
RIVERSIDE TAPPAHANNOCK HOSPITAL,4.0
